1308;132;231;0;20130612
1202;105;117;39800000;20130612
2121;250;511;0;20130612
1304;109;121;0;20130612
2115;79;411;40002000;20130612
1203;101;113;150200000;20130612
1111;196;429;59700000;20130612
1201;1;100;99700000;20130612
1126;156;324;50100000;20130612
2108;197;430;0;20130612
2101;125;224;0;20130612
1334;213;446;0;20130612
2202;61;102;79600000;20130612
1123;257;522;0;20130612
1303;23;106;0;20130612
2109;198;431;0;20130612
1118;225;516;80452000;20130612
1309;139;238;0;20130612
1310;127;226;30500000;20130612
1124;251;512;100302000;20130612
1311;128;227;0;20130612
1108;19;413;59540000;20130612
1235;169;338;0;20130612
1127;158;326;49800000;20130612
1328;221;454;0;20130612
1335;204;437;0;20130612
1384;267;545;0;20130612
1215;12;404;200690000;20130612
1107;147;424;0;20130612
1360;233;530;0;20130612
1367;259;526;0;20130612
1385;275;557;0;20130612
1336;212;445;0;20130612
1337;218;451;0;20130612
1226;175;344;31000000;20130612
1348;240;546;0;20130612
1316;135;234;0;20130612
1305;110;122;39500000;20130612
1216;184;416;199600000;20130612
2122;73;311;59900000;20130612
1109;187;419;59642000;20130612
2203;103;115;79500000;20130612
1204;56;110;99600000;20130612
2110;185;417;120400000;20130612
1225;17;506;0;20130612
1349;244;561;0;20130612
1350;242;550;80052000;20130612
1387;182;536;0;20130612
2111;199;432;99600000;20130612
1329;217;450;0;20130612
1212;55;400;79640000;20130612
1368;260;532;0;20130612
1317;141;240;0;20130612
2215;174;343;39700000;20130612
1346;209;442;0;20130612
1228;164;333;0;20130612
1312;129;228;0;20130612
1351;230;527;0;20130612
2216;176;345;149500000;20130612
1347;211;444;0;20130612
1361;237;540;0;20130612
1369;279;562;0;20130612
1370;272;554;0;20130612
1371;277;559;0;20130612
1363;263;538;0;20130612
1362;238;541;0;20130612
1219;231;528;40152000;20130612
1318;138;237;0;20130612
1218;202;435;39800000;20130612
1338;223;456;0;20130612
1227;173;342;0;20130612
1103;104;116;80100000;20130612
2217;69;308;59400000;20130612
2201;100;112;100400000;20130612
2102;121;220;79500000;20130612
1128;157;325;60400000;20130612
2218;74;314;149800000;20130612
1229;179;348;0;20130612
2103;66;206;0;20130612
1230;167;336;40000000;20130612
2204;18;109;129700000;20130612
2118;253;515;0;20130612
1112;285;457;0;20130612
1251;165;334;0;20130612
1364;261;534;0;20130612
1319;142;241;0;20130612
1231;180;349;99700000;20130612
1119;227;518;80352000;20130612
2112;193;426;100400000;20130612
1330;216;449;0;20130612
1105;120;219;40300000;20130612
2210;76;403;59850000;20130612
1372;270;551;0;20130612
1106;123;222;40100000;20130612
1232;161;329;29800000;20130612
2219;162;330;40300000;20130612
