1241;14;303;180300000;20130607
1248;150;318;40100000;20130607
1234;283;351;140300000;20130607
1220;7;412;120002000;20130607
2208;36;201;139700000;20130607
1203;101;113;79700000;20130607
1210;117;216;100400000;20130607
1208;113;212;150100000;20130607
1216;184;416;99800000;20130607
1244;153;321;119800000;20130607
2218;74;314;99700000;20130607
2220;281;332;100100000;20130607
1214;11;401;100300000;20130607
1215;12;404;119900000;20130607
2211;10;407;100482000;20130607
1247;149;317;39600000;20130607
2201;100;112;60100000;20130607
1201;1;100;0;20130607
2223;154;322;60000000;20130607
1223;4;501;80402000;20130607
2204;18;109;99500000;20130607
2203;103;115;49900000;20130607
1212;55;400;59500000;20130607
1224;249;510;81002000;20130607
1104;26;111;59700000;20130607
1242;155;323;59800000;20130607
1204;56;110;79800000;20130607
2217;69;308;30400000;20130607
2213;248;509;60502000;20130607
1209;119;218;49700000;20130607
1240;177;346;40000000;20130607
1250;45;302;0;20130607
2122;73;311;50100000;20130607
1231;180;349;39900000;20130607
2215;174;343;60000000;20130607
1127;158;326;39800000;20130607
2207;53;202;79700000;20130607
2216;176;345;59800000;20130607
2221;152;320;60000000;20130607
2212;60;408;79600000;20130607
2102;121;220;50200000;20130607
1236;282;352;39800000;20130607
1130;160;328;39900000;20130607
1129;159;327;50000000;20130607
2110;185;417;60200000;20130607
1239;166;335;60400000;20130607
1211;126;225;0;20130607
2202;61;102;80300000;20130607
2114;194;427;0;20130607
1346;209;442;0;20130607
2222;170;339;60100000;20130607
2210;76;403;59900000;20130607
2105;122;221;0;20130607
1230;167;336;40200000;20130607
2206;114;213;60000000;20130607
2113;195;428;59700000;20130607
1207;116;215;39900000;20130607
2205;148;211;40200000;20130607
2214;59;508;50302000;20130607
2121;250;511;0;20130607
1249;151;319;40000000;20130607
1229;179;348;0;20130607
1237;178;347;0;20130607
1343;220;453;0;20130607
2209;118;217;0;20130607
1108;19;413;0;20130607
1126;156;324;40300000;20130607
2219;162;330;30200000;20130607
1128;157;325;39800000;20130607
1335;204;437;79700000;20130607
1221;229;524;0;20130607
1361;237;540;0;20130607
2109;198;431;99900000;20130607
1218;202;435;39700000;20130607
1119;227;518;0;20130607
1340;222;455;0;20130607
2107;21;402;60200000;20130607
1245;171;340;30000000;20130607
1355;232;529;0;20130607
1206;115;214;100200000;20130607
1338;223;456;0;20130607
1357;245;564;0;20130607
1110;190;422;40400000;20130607
1362;238;541;0;20130607
2103;66;206;80000000;20130607
2104;124;223;0;20130607
2111;199;432;0;20130607
1102;20;108;60200000;20130607
1246;181;350;59500000;20130607
1226;175;344;0;20130607
1316;135;234;0;20130607
1351;230;527;0;20130607
1235;169;338;0;20130607
1232;161;329;30200000;20130607
1233;168;337;40200000;20130607
1116;186;418;60300000;20130607
1337;218;451;0;20130607
1369;279;562;0;20130607
1105;120;219;39500000;20130607
1112;285;457;0;20130607
1117;191;423;0;20130607
1349;244;561;0;20130607
1222;28;415;60402000;20130607
1251;165;334;0;20130607
1225;17;506;0;20130607
2116;228;523;100802000;20130607
1227;173;342;30200000;20130607
1309;139;238;0;20130607
2115;79;411;40502000;20130607
1217;203;436;0;20130607
1380;269;549;0;20130607
2108;197;430;0;20130607
1345;215;448;0;20130607
1109;187;419;0;20130607
1120;226;517;0;20130607
1374;271;552;0;20130607
1364;261;534;0;20130607
1334;213;446;0;20130607
1103;104;116;0;20130607
2106;189;421;0;20130607
2118;253;515;0;20130607
1202;105;117;40200000;20130607
1124;251;512;100602000;20130607
2117;286;458;100302000;20130607
1373;258;525;0;20130607
1114;192;425;0;20130607
1350;242;550;0;20130607
1347;211;444;0;20130607
2112;193;426;99600000;20130607
1383;264;539;0;20130607
1107;147;424;0;20130607
1213;201;434;0;20130607
1348;240;546;0;20130607
1228;164;333;0;20130607
1341;210;443;0;20130607
2120;255;520;30102000;20130607
1113;200;433;0;20130607
1372;270;551;0;20130607
1358;239;542;0;20130607
1319;142;241;0;20130607
1118;225;516;80802000;20130607
1387;182;536;0;20130607
1302;106;118;0;20130607
1115;188;420;49500000;20130607
1325;143;242;80500000;20130607
1307;107;119;0;20130607
1359;236;537;60202000;20130607
1323;133;232;0;20130607
1377;268;548;0;20130607
1306;112;124;0;20130607
1344;214;447;0;20130607
1352;235;533;0;20130607
2119;254;519;0;20130607
1238;163;331;0;20130607
1378;27;563;0;20130607
1111;196;429;79900000;20130607
1329;217;450;0;20130607
1354;243;553;0;20130607
1327;134;233;0;20130607
1101;282;114;39800000;20130607
1123;257;522;100902000;20130607
1219;231;528;0;20130607
1332;219;452;0;20130607
1121;224;514;80402000;20130607
1366;265;543;0;20130607
1356;234;531;0;20130607
1318;138;237;31100000;20130607
1304;109;121;0;20130607
1331;208;441;0;20130607
1303;23;106;0;20130607
1106;123;222;0;20130607
1328;221;454;0;20130607
1385;275;557;0;20130607
1379;278;560;0;20130607
2101;125;224;50100000;20130607
1365;262;535;0;20130607
1367;259;526;0;20130607
1311;128;227;0;20130607
1376;273;555;0;20130607
1314;137;236;0;20130607
1336;212;445;0;20130607
1243;172;341;0;20130607
1360;233;530;80102000;20130607
1342;207;440;0;20130607
1330;216;449;0;20130607
1320;140;239;0;20130607
1370;272;554;0;20130607
1322;145;244;0;20130607
1317;141;240;0;20130607
1363;263;538;0;20130607
1368;260;532;0;20130607
1125;252;513;80402000;20130607
1310;127;226;29800000;20130607
1321;144;243;0;20130607
1122;256;521;30802000;20130607
1326;131;230;0;20130607
1384;267;545;0;20130607
1333;206;439;0;20130607
1381;280;565;0;20130607
1313;130;229;0;20130607
1371;277;559;0;20130607
1353;241;547;0;20130607
1205;111;123;0;20130607
1308;132;231;0;20130607
1339;205;438;60200000;20130607
1324;136;235;30800000;20130607
1312;129;228;31000000;20130607
1305;110;122;40100000;20130607
1382;266;544;30502000;20130607
1301;108;120;0;20130607
1386;276;558;0;20130607
1375;274;556;0;20130607
