1241;14;303;140000000;20130604
1234;283;351;139700000;20130604
2208;36;201;149800000;20130604
1220;7;412;140592000;20130604
1244;153;321;159600000;20130604
1247;149;317;0;20130604
1210;117;216;140400000;20130604
1208;113;212;159300000;20130604
2218;74;314;119800000;20130604
1203;101;113;77800000;20130604
1216;184;416;116447000;20130604
1248;150;318;98500000;20130604
2220;281;332;99700000;20130604
1215;12;404;139347000;20130604
1214;11;401;119555000;20130604
2211;10;407;100447000;20130604
1201;1;100;99700000;20130604
2201;100;112;0;20130604
1224;249;510;99692000;20130604
1212;55;400;61057000;20130604
2223;154;322;79500000;20130604
1204;56;110;59500000;20130604
1223;4;501;100492000;20130604
2204;18;109;100000000;20130604
2203;103;115;59800000;20130604
2215;174;343;0;20130604
2213;248;509;0;20130604
1209;119;218;0;20130604
1242;155;323;59400000;20130604
2212;60;408;0;20130604
1104;26;111;80100000;20130604
1231;180;349;30400000;20130604
2207;53;202;49700000;20130604
1236;282;114;60500000;20130604
2210;76;403;0;20130604
2216;176;345;100100000;20130604
2110;185;417;0;20130604
1240;177;346;59600000;20130604
2217;69;308;79700000;20130604
1127;158;326;59600000;20130604
2102;121;220;0;20130604
1239;166;335;60500000;20130604
2221;152;320;59600000;20130604
1130;160;328;59500000;20130604
2202;61;102;59500000;20130604
1230;167;336;60200000;20130604
2206;114;213;50100000;20130604
2222;170;339;60200000;20130604
2122;73;311;79800000;20130604
1129;159;327;0;20130604
1335;204;437;0;20130604
1108;19;413;0;20130604
2116;228;523;0;20130604
1229;179;348;0;20130604
1207;116;215;40300000;20130604
1250;45;302;30600000;20130604
1124;251;512;0;20130604
1338;223;456;0;20130604
2205;148;211;80000000;20130604
2214;59;508;50192000;20130604
2103;66;206;60100000;20130604
1245;171;340;0;20130604
2117;286;458;0;20130604
1249;151;319;0;20130604
2209;118;217;79500000;20130604
2112;193;426;0;20130604
2114;194;427;80747000;20130604
1237;178;347;30200000;20130604
2107;21;402;0;20130604
2113;195;428;0;20130604
1128;157;325;60000000;20130604
1105;120;219;0;20130604
1369;279;562;0;20130604
1102;20;108;40100000;20130604
1118;225;516;0;20130604
2121;250;511;0;20130604
2105;122;221;40000000;20130604
1117;191;423;0;20130604
1359;236;537;0;20130604
1226;175;344;40500000;20130604
1233;168;337;40400000;20130604
1232;161;329;40400000;20130604
1222;28;415;0;20130604
1316;135;234;0;20130604
1350;242;550;0;20130604
1111;196;429;0;20130604
1235;169;338;0;20130604
1218;202;435;40832000;20130604
1374;271;552;0;20130604
1206;115;214;80200000;20130604
1110;190;422;59757000;20130604
1211;126;225;49700000;20130604
1119;227;518;0;20130604
1202;105;117;0;20130604
1362;238;541;0;20130604
1337;218;451;0;20130604
2219;162;330;59500000;20130604
1123;257;522;0;20130604
1246;181;350;59800000;20130604
1352;235;533;0;20130604
1334;213;446;0;20130604
1126;156;324;59600000;20130604
2109;198;431;0;20130604
1354;243;553;0;20130604
1112;285;457;0;20130604
1383;264;539;0;20130604
1344;214;447;0;20130604
2115;79;411;41492000;20130604
1228;164;333;40200000;20130604
1121;224;514;0;20130604
2111;199;432;0;20130604
1103;104;116;0;20130604
1116;186;418;51020000;20130604
1325;143;242;0;20130604
1355;232;529;0;20130604
1227;173;342;0;20130604
1358;239;542;0;20130604
1360;233;530;0;20130604
1109;187;419;0;20130604
1101;282;114;60500000;20130604
1340;222;455;139592000;20130604
2104;124;223;39900000;20130604
1356;234;531;0;20130604
1357;245;564;0;20130604
1349;244;561;0;20130604
2120;255;520;0;20130604
1221;229;524;80542000;20130604
1225;17;506;40292000;20130604
1347;211;444;50000000;20130604
1311;128;227;60100000;20130604
1115;188;420;60447000;20130604
1125;252;513;0;20130604
1251;165;334;30100000;20130604
2106;189;421;40447000;20130604
1343;220;453;80245000;20130604
2108;197;430;80947000;20130604
1341;210;443;0;20130604
1367;259;526;0;20130604
2118;253;515;40392000;20130604
1346;209;442;100622000;20130604
1372;270;551;79792000;20130604
1318;138;237;30200000;20130604
1339;205;438;0;20130604
1379;278;560;0;20130604
1378;27;563;0;20130604
1377;268;548;0;20130604
1238;163;331;0;20130604
1217;203;436;50547000;20130604
1307;107;119;0;20130604
1107;147;424;39800000;20130604
1106;123;222;0;20130604
1327;134;233;0;20130604
1368;260;532;0;20130604
1345;215;448;40847000;20130604
1385;275;557;0;20130604
1330;216;449;0;20130604
1213;201;434;31157000;20130604
1348;240;546;80492000;20130604
2101;125;224;39600000;20130604
1376;273;555;0;20130604
1314;137;236;40100000;20130604
1205;111;123;0;20130604
1306;112;124;0;20130604
1310;127;226;0;20130604
1361;237;540;0;20130604
1114;192;425;40945000;20130604
1305;110;122;0;20130604
1342;207;440;0;20130604
1309;139;238;29600000;20130604
1387;182;536;30900000;20130604
1332;219;452;0;20130604
1304;109;121;0;20130604
1329;217;450;0;20130604
1381;280;565;0;20130604
1320;140;239;0;20130604
1122;256;521;40392000;20130604
1317;141;240;29600000;20130604
1366;265;543;0;20130604
1331;208;441;39500000;20130604
1364;261;534;0;20130604
1384;267;545;0;20130604
1353;241;547;0;20130604
1382;266;544;0;20130604
1380;269;549;100092000;20130604
1113;200;433;40220000;20130604
1370;272;554;0;20130604
1322;145;244;0;20130604
